03CE3809,09RN3844,12 LM2566,96KK 4588,02 SO 3008,03 CE 368,11CN43,08 TN 7223,
91LK 7470,11OY1224,91MH6731,95LH 9911,06 LS 1009,06 MN4046,12 LS 8101,06 WD9120,
91LH 5690,09 RN 2755,10 WD1233,09 D 4041,05G 7580,93 KK6476,11L9776,95 G5786,
11DL7829,94 MO4874,10LD3676,11 D 29,91CE7459,08 CE8061,92 LM 458,07 WH4386,
12KY5656,94DL9124,05 LD5188,93G 7211,02SO9567,91LS156,92TS 1434,91 TS 874,
03 W 5823,97 MH8753,02 SO 6074,97LS 3210,04 LS 5256,04MN9518,10LS 5327,09 SO 7923,
97 G 2610,98 TN 4218,04RN7974,08 LH 8401,02CW2411,02MH 5016,94 KK4436,09 W9665,
11 LS 635,96WX7449,96RN7041,03MH9962,95 MN 9305,09CW3631,09 WH 7701,10C 6890,
95 SO 7716,00L1621,91G 3955,92 DL2880,93LM9643,92 SO 3803,91 WX 3358,09 DL1336,
93KY 573,04OY5685,03KK9103,97L7813,91 TN2732,99 KY6601,00 LK6844,99MO214,
10 LD 8579,92KE 5434,93WH3748,94 KE 8177,03 D 5224,91 LK 7737,01KE6046,04LH4577,
02 WX3251,07D 5339,91 LH482,11 D 1342,90 W3402,01 D 5924,05L 8439,05CE7693,
93W 3664,02 W7932,09 G8819,92 CE1325,09 C7413,95 WD 5596,05 LM 7196,96KE2031,
06 MN506,09 CE9987,98 MH4226,05 TS 2864,96WW 1425,90KY4484,00KE5846,92LD6009,
93LD 3946,97CW7256,07 D1410,10 WW 9248,98 LK 6142,06 CE9073,07WX 3532,92 G4134,
10 TS 3030,01 CW2007,94 WX 5200,93 LM 8791,06D2624,01 L 3432,01 KY5457,03 MO6653,
91 CN 6785,09DL 154,05 W4827,00MN7332,90MH8851,10TS 9430,93 KK5584,91 G 7374,
91LD 9738,02OY7195,00 LD 9924,96 KY6645,99 TS 2992,07LD 8859,93 TN1151,99WW763,
07 G7035,03KK4753,95 WX9083,01 WX1140,96OY9803,09 LS 441,05 LM 1080,95LD 1965,
10MN 6860,95CN 1947,07W4261,00 DL 7739,95LM 9120,12 WH7259,07DL 2854,97 OY 5881,
11CW 362,09 OY8375,00LS6885,06DL 6308,11 LD 7876,95KY 2613,95CE4919,07OY 3930,
93CE 1753,98TS 7957,09MH3956,98C 530,95 LS 9601,00SO 4776,99MH4198,94 D9624,
90 KE 3810,97L 5389,92 WH4976,03CN 1597,03 MN 7834,92G 3718,92 WH 768,92 OY6606,
08 CW6449,09TN9476,09 RN3030,97SO9619,10W2414,07 LM 5242,94KY 4288,07DL5262,
05G8578,99 LS104,04D5827,00 KE109,90MN 70,00 WX593,96DL9240,91 KY6555,
10 SO5925,96 CN 8089,06 WX5029,93 CE5439,10 D 3279,06 RN 2007,10W 8556,99 OY 4214,
07 G30,90 KY 9696,10DL4689,04 OY3667,93 MN 3824,10LM7238,92KK7691,92 W8894,
11 LK 6101,11 W 45,02G2114,93 L 9579,08OY 9995,07CW 8553,94WD 3735,99 LK466,
90CE9930,97 MH 2188,01 RN6978,97MN5367,02KY8891,05LK4206,03 D6606,92MH 7039,
91 RN6561,00WW 1119,06 MH7006,07 DL798,03TS 7753,08 MH2905,05MN1920,96 OY1886,
94 OY5907,91SO 4447,98WD1036,01 TS 5279,91 SO790,05 MO 4274,08TS 7590,01TN1859,
07 MH3008,04 LS4021,98KY2797,03LH6683,90CE 421,11 RN 819,03LS8737,95 W3472,
08L 3137,99SO5242,08 KY1219,93 LM4328,03 KE 4410,01 G9408,03LH 7969,01OY5249,
00 OY4433,91WD 3336,98 WX 5584,09 RN5988,00 KE2806,01 LS2771,02CW617,08DL 7497,
97LK3265,09 G8328,92SO6355,94LH1326,09 MH 1151,94 TS4021,08 TS6977,01 LK3114,
99OY 27,06 LH 3003,08 TN 4986,10LS 6619,91 TS8903,02TS9726,05KY 6156,02D 5582,
00 MN 5543,99 LD572,97 TS 8547,02 L 8175,97 LD 4515,02 WX9508,11 MN 8557,97CN 2769,
01 RN 805,99 WW1342,10WH 7486,90 LD4303,10MH1108,98 D2707,04 LK6604,90 CW 7674,
97 MO 5200,10 TS 118,92 LS7325,92 D8238,05 TS9198,02 MN 5087,07TN 5761,96LM 9751,
09 LK 966,05 D8608,96 D 7645,03 MH 6902,91TN5412,92TS1136,06 LH424,97 SO2942,
97WH4033,00DL 9593,91OY 4151,07 DL 2863,91 CN 8641,01 WX 9909,05 TN 1746,97 TS9047,
06KE3973,00MN2098,91KY2152,01RN9405,92KK 7575,94 WW4984,97WH6975,93DL 7584,
99 LM 8233,97G 9353,91D 2278,02CN 1075,08MN 6067,92TN1479,92CE 2378,01 WW5735,
97WD8366,00DL 3779,90LK1737,02 LS4579,02 WD5270,94MO5693,94 KY4293,05WD 4554,
08 LH8433,05 WH 5761,10D6960,01WX 7442,00CW 3990,10 KE 5342,03 CW5435,00 LH36,
11 KK 8296,99TS5474,01 LD5927,00 SO4280,01 RN 1209,03 LH 902,05 LK5961,00LS 197,
07 CE 6976,05 LM9510,97C1013,11C3091,03 WD7204,01WD 1085,92LD1415,10WH 1790,
04WD 3787,98 CE 6574,02WH5662,12 MH6436,94LS2242,99SO7941,03 TS2096,97D 2799,
98LK7425,09WX 8989,07LS724,97OY4897,10LD4248,94 WW 9600,93 WH933,06WH 9331,
97 WX5728,08CW9296,90CE8752,94OY 2690,95 LM9439,96 MH 1147,94WX 9427,10WH 8055,
90 G 1283,06 WD3677,10KE7115,97 TS 7829,98 WH2342,09 TS 6664,96 KK 3739,97WD 7796,
98TN 586,09 WD 6476,97 CW3199,93OY 1703,09DL 4139,95 LD7929,09 CN 5485,91WH 6450,
92LM 6950,92 MH2581,96 SO7564,12WH 5469,94LM809,01LM7781,92LM4323,95 KE 1824,
06 LD 9851,01OY 6900,03LS3353,06 CE 3131,09LK 4980,09 W8659,94D1882,99 D7546,
96 D 5909,92WX2721,06 MN2766,07WW3690,07DL7965,05 SO 9335,11 WH9124,06 DL 7686,
05LD 9204,93WH 3183,99 WH 3941,07LH7256,93 MH909,97 WW 5326,95 W1699,00 WD6196,
11CN 1123,00TN2642,05 LD4050,00 MN2493,96 WD6494,99DL1019,08 WD350,99MH 9830,
06LS 2413,93 MH 7173,11L 6927,02 CE 5287,96 LD 5164,03 LS3991,01G 5975,11 MN5661,
01CN 2675,97 WD 5971,90 LD 6056,99MO 1020,99 LH 2288,01KY 4557,10 TN1379,03MN6828,
99WH 4951,96 MO7909,06 MN6238,95 LH 5324,07 OY 5233,00 WX6029,05 D4300,04SO 2651,
97 TN 5630,93LD14,12 LM 9752,02CE720,09 TS1774,96 OY3719,11C8789,05 G1747,
96 LK 2353,11 G 7107,95 MH 5336,09 CE8985,93 OY3794,90 KK 3164,98LK4501,01 C 9269,
90 LM5118,09 L 4388,98 OY 808,02LM1685,98 KK2716,11 WH618,05LS 5967,07L1927,
01MN 8282,01 MO7189,95 C2639,02KK 3697,05 D 5622,10 OY1280,01 CE6437,91WX6880,
97D3649,92 CE 4695,01KK 8316,05 CW 7151,97 DL 3487,00 MH 3299,03 C 3331,09RN3184,
11 G 7340,02 KY6850,91 WX9796,04 LK 5651,11 RN5488,08 WD8038,90 G4898,02TS6883,
92 DL 5653,10 WH6236,00OY8878,90 MH 1158,04LS5826,97LM 9622,00 OY146,95 CW 3412,
06 G7588,11MH 9167,06CW 7822,09 KK8425,06 WW 2014,08LS 9270,97MO6593,93 LM3410,
12WD 4249,94 WW 2762,97KK 1022,06 WD4373,04CE6063,93CW2424,06D2950,09 CW 613,
02 CN 7807,94C 7246,00WH6065,02WD2264,00OY2525,92 WD 9168,05 CN6255,00G 2925,
95 LH5233,09 WD5261,03SO 4986,08 LD3089,91 DL 9829,93LD978,97KK5580,96MH 331,
04 WX 4476,91 KE 2405,01 TN 9044,98 TS 9028,04MN3864,00LK 9259,93 MH 6837,08 TN5751,
96 D 3303,02MH 5795,95RN 2849,00 KE6375,01MN5239,91 KE3739,92G 5789,96LH7506,
05WH3481,91 WH 9895,07G6130,97KY7809,06 OY 4190,11 OY1168,06G8811,03C4498,
95 RN 5502,01 SO 1362,93C4014,90KE 6396,93 MH 9547,02L 7378,97 CW 3481,10CW7743,
01RN 1551,92CN 7173,01 C 9076,08MN6200,96 TS747,08WX8177,01 LH3575,10 RN4414,
99MO 6894,95 LK2805,90 CW1041,92CW6894,11OY4288,06TN 7108,08 DL5532,99 LS 2985,
05 LK 2416,95 WD9693,10CW 2403,95OY2240,99 WH8618,90CE 567,02KK 5954,91KK648,
04 MN 3459,12 SO 3762,95 W832,07 D 4837,01RN3881,93KE3293,91 LS2225,02MN6612,
07 KK2699,10TN9256,04W 1639,94MN 2013,94LH 5449,98 MH 9745,02LM 806,08LM7425,
05CN7223,12 MO4650,04 WH 6170,05LH232,97W 2730,08 DL 9353,10CN 281,08 D 2952,
08 MH2528,95 TN9885,06CE 4404,92 TS7922,94 L 7147,99LD 6175,09 G 8728,03SO 4138,
10MO 8610,08WH 6689,07 KE2608,10KE9093,01TS 5778,11LH5954,05LK7485,11MO6197,
93DL5875,93L 6248,03 L9350,06 TS 2621,98RN9564,96KY 6081,99G 5868,02KE 3349,
91WD1021,00 DL 969,97DL5704,02WX4593,02LK7560,09WW6486,99 CW 3933,99 D 3745,
11 KY 5628,02LM 9613,11WH 7953,93 LM 3602,00 LK 1153,92D 1948,09LH 2833,01SO5711,
08 WH2634,11 WH 7545,11MN 3623,98 LK1351,07 KK4711,08 TS8837,03 TN4855,97 CE 8945,
06LK8381,98 KE6350,94 WH4157,10LM3468,94MO1592,04 L 1812,06W 7698,09RN6799,
06 KE 449,03TN 9593,04 CN 68,96TS 7912,97LS6967,11 DL8446,96CE62,08CW 8270,
10 TN 3956,08 LD 3965,08 L 6862,02SO 849,99 KY 1402,94DL 2337,05KK 8125,93KK 858,
95LH 1533,97 TN 7579,02LM2585,94LH 2376,02TN1639,06WX 7654,97MO4978,04 L7886,
10 TS4651,08 RN 9674,10TS280,95W6993,12RN 7527,92 KY 685,08 SO 7574,08WX6460,
92 D6516,92 W8483,07KK 1206,98 MN6186,93 W 6553,96 KE6339,96 W8287,07 CW 4653,
06LH9211,02LM6523,02MN7120,04KY 3019,94 TS 9896,07 TN164,99TS 622,00 LD9086,
99CN 296,05 D 5062,07L2446,02 MH 1100,06 MH6484,06LH8837,98G1172,06 WH6524,
01 CW6534,09 LM 2036,93WX 9649,00 KK 2832,95MO 3964,05 MN4681,96 MO 2377,99 LS 5607,
04WH 4981,99TN144,07 G 3653,09 OY4301,07 TS 8054,12 W2168,93 MH 3158,11TN 7374,
03 MN 4089,96 WX 4412,07 CW3585,98 OY 6705,00 LD4219,08 OY 6971,00MN7001,08TS 5691,
06LM 54,99LK965,97KE 2712,96LS6696,02CW8105,09LM525,07WD 9559,00 C1229,
91W 6078,00CN1258,05WD 9848,94 OY 525,97WD 3685,04 L 5623,12WW 334,06 DL 5118,
06 CE 4763,08KY8549,94RN 8092,01 MN9362,10 TS 563,98 LD 1076,10 LH 5525,92LM 916,
00 KE6310,98 KY 5852,93 CN 9172,00 WX 5697,11MN4378,99L5891,11CE1607,93 SO6013,
08CE7740,92 TN 7124,02 KK4260,97 MO3164,98 CE 6759,02 G 6044,00LH1691,03CW 6128,
99G 812,95KE5965,00 KK 4549,94LM4722,91 RN 3760,02 D 9291,93 G 9275,10CW8992,
07 WH 8848,08LS8570,95 SO 7424,04WX6530,91L4247,97L 6076,09KE 6422,95 KE5901,
06CN 5157,04LK 201,00LK 6545,05LD 7431,07 KY 2154,91 TS 7001,99OY5944,97 WW2218,
06 KK8248,01 LM 6923,94 G 6654,08 KE6403,04 CW9078,11DL 9905,92 L9674,09 TN 504,
00 G1530,11 DL6888,92 CW 6452,06 LK 2887,95KE 6142,08 LS 2030,03 G7388,09WH2374,
03 KE7700,05 LS 7896,01MO5330,00KK7342,06 LD 6571,07KK5296,95CW 3439,93 WD 7741,
93 MO508,97WD508,03CE2303,01TN 1949,93 CE 2943,04D 5191,90 CN690,05 LD 2554,
00C 9088,08 SO8461,90 SO7957,91KY 3799,99RN 5541,11 KK 6284,95WD3802,04LS 8679,
98WD 2575,02 OY 658,04 TS 2729,05OY 5502,02 W 761,97 WX 9860,03 KY6462,09 KE 2061,
92 L 5167,96 WD 1456,09 KY 7332,07LK550,09MO 1019,10LK1705,99CN9599,97 MO 7774,
93 CE 4364,96 LM 8560,99 WD 3673,08L3350,00 KY 109,97 WD 520,01 LS 188,08 KK3125,
08 L7546,97 KE233,07 WX7047,09CW 6298,99 LK440,10DL6,03W2676,11 TN2419,
08G 4619,91L 6105,04CN2957,05 G 8773,06CW1119,93KK94,02 G 7646,01 LD9530,
93WW6889,99KK8347,06CE 4365,08CW 5442,03LH8310,11 SO 5355,01LS 4741,08G 6909,
11LS4891,09WD 2434,91CN7696,96WD 3750,00 SO1820,00 DL 1077,90 LD 9453,90 LM 2159,
96WD 345,08 LH 9291,06DL8428,00W2994,00WD 4353,93 KY34,02WW5835,01MO 5813,
01 W9951,09OY3062,07 KK 9565,92 WX9839,04 KK2391,91 WD 5441,94 L9698,12 LK 6449,
04G1207,11TS 1256,93 CW 8835,92 LH7682,10 RN 125,11LH8118,11L 9387,05LH 1767,
08 MN 2945,11 KY6541,91 LK2921,12CE9732,08TS 401,00LH 8346,00MN3679,91LH6769,
97LS 5796,09CW1937,09SO9551,11 LK 8201,11W9116,99CE5456,92 L 8884,95KY 2675,
94KE 257,98 LH 3658,08 TS768,93CW4469,98 WH2014,12OY626,12LK9741,05LD2698,
93OY 2571,02LH8382,08C3188,92 D7634,92DL5322,91 MO 922,99 TN1131,97 WD3327,
99 LH1111,10 LM4178,06WH3588,11 TN 1307,04KY4178,97 CW 5068,11 G226,97KE 2230,
12WH 8463,09 MH 6876,10 LH 622,09TS1039,03 MN 5292,03TS3972,03G 1120,09 CW 6432,
01 G 6900,06LM 6120,96DL 6006,02WX 7272,99 CN 2787,10TS 1492,05 LD6507,00 MN6884,
91CE 7447,01WX 7863,08 W 971,07W1193,90WH8660,03 TN 3482,12 DL 3502,03 CN8064,
00WW 5233,95LK 2576,99 TS 6322,12 LH3359,08 C1823,02WX5596,05 LD3139,97RN3738,
02 G 6321,08 C908,97 TN 6919,94CN7509,03 MO 2144,07 KE 2876,01 WX5654,11 LM 2521,
00 KY 3714,09RN 1070,07 OY3886,99 TN4404,02 WX8466,10 CE 6618,92 G6098,97 OY 9362,
11 MO 2730,06MH 4698,04 W 397,90 LH 3113,08 CE 2022,96 LS 6544,06WX7353,00 MO1597,
10 KK 8448,09L450,95 LM 9324,03 LM9613,07CW9197,97 DL8763,00 MN138,12 WX683,
03 LM 409,03D 7087,99WH3608,97KY 5081,06LD99,02OY 2549,05KY 2048,08TN3275,
11 CN2274,09 WX 326,11CN2623,07CN 8768,01WW 1859,01G1432,05 LH231,90 KK 7748,
02 MH 6646,98 RN 171,90KE412,96WH 2845,07 MN8127,99LH6618,94KY 4734,01CW 4825,
07 C 7720,05WH8043,92LS 4057,05 KY 9081,97OY 8703,95 CW 3239,08 CW2125,09 MH3414,
96L6990,98 CN 5407,93LH 3054,05 LK9764,94 LM 5727,01LK 2437,12CE 1432,94LS 5322,
02 TN9689,00 TN8197,03 SO 2975,01WH7724,91 W5419,97 WD 4813,93 MO 6992,06 LK 4941,
92TN 2163,97WH3775,10 KK 9255,04LD2857,04 CN 6763,07 OY 3214,00 RN 5265,01 KY2576,
91CE2871,10 DL 9683,10KK9433,97KE 5020,96RN 1124,03 CE5394,05MN5187,08 WH2509,
08RN 2215,05 LD 5968,03 MO4641,08 LD5695,90CE 9210,10KY9546,91 LK 4138,07 LH9474,
06 DL 8880,09 WW5290,09TN 3684,04 W3291,03WW4346,07LD 8211,09LH 4094,11 D 9638,
10LM 2899,11 G7634,92TS 5530,98 LD 9469,10 MH3495,97 L 8574,96 MN 5019,91 W4744,
09 TS 8118,00 WX8827,92 CE8510,04 TS6385,01 SO9972,04L 9659,97DL 5094,09 TS 538,
94 TS9273,08 LM4650,95DL7078,95LD7212,01DL4307,11CW9421,06 LM 9823,92 WD3122,
11WW1366,08LM 4798,90TN9419,06 MN4851,98 KE2180,96 WH7256,95G4617,96SO 9353,
01D1532,99LD 3433,09MH 1761,07KK 6186,99TN 896,97D9921,02 W 7895,04CE9938,
91 KE6102,08 D 5607,94 CW7677,95MN1790,11RN8336,10SO1392,09LK4304,94 LH 6337,
97W8056,06 LM1295,94LM 3222,98 MN 3440,94CN 832,06 LS 9639,95KE 98,08 WX5123,
02RN2545,10 TN1306,94LD 1210,98 LH4359,08WD 8891,01D 5867,10 OY 5269,05 KY 5932,
01 C704,09CN 1833,03 KY 463,01 CW 9522,00 W2260,10 MO 4181,11W 9495,95MN1618,
07MN 4424,01WX 6883,10 CE8341,98 OY 5954,00 WH 8223,93CE2227,08DL1464,05 DL1769,
95 DL7310,93 OY367,00CN7388,91DL5366,05 WX 9617,12 LH5789,07 WX3651,11KK 3202,
94 WX9478,12WH 2088,99 LM9391,00 MH 4042,94MO1486,91W 2867,96 LK 7137,09OY 3574,
91 OY 6432,93 L 4402,98 OY 2703,00 LM7333,09RN 7831,05LD 5227,10 L 3506,94MN6740,
98W4678,07 LH8793,96 MO1122,09 CN8665,91 L2408,01 OY7948,11 RN3411,94LD 997,
00 LK 9301,94 TS4141,95LD 5163,94G5423,90LS 9993,08G 9960,02 DL 3882,07 WH3836,
96SO1176,94MO906,93MH 9038,95 WD6609,95DL7092,93 WD1090,91SO8936,96 WH9347,
05 LH 4019,05 LD 8033,12OY9168,09 G9647,01 LK3515,99LS3616,07 G 569,03 G 6902,
06 DL3982,03 LD 1800,95LH2538,91 SO 6230,98L 8774,00 DL 8848,92D9675,09MN2249,
91 LK 6967,07 OY8364,98 MO5723,01 KE 9568,99 LH9750,04 LH 1735,93 MO 9021,99 LM4649,
91CE 1373,10 CE 4307,04W 7911,05 W 7953,05TN 8564,07LD 8996,90 LM 2764,10CW 6205,
08 W 6454,00MO 1877,10KY 3728,10 DL1997,04 DL 2106,02 L8818,95 LM 9659,94 D 1981,
04SO 9013,06KY 8235,93 LD 4197,95 LK5430,03 G7166,06KK2583,10L9484,08MO 2083,
97 MO3581,01LH440,91KK 6645,10 SO1863,07LH7615,05 MO1662,91 LS 4762,97W9308,
97WH3821,10TS426,90 MH 6887,95 RN2360,90L2571,93KY4783,96TN 2348,99KY8505,
97 WX 5331,05RN 6753,08L 9496,01RN1243,98W7004,95 TS 3966,92D1969,99 KE6278,
04MO2542,96 SO2358,11 OY 4485,07 L9978,92L 8729,11LM9539,95MN 1260,05RN 2162,
98 LM 4903,97MO 92,94 CW1225,00 KK1554,10 G8219,10SO7255,01 WD 9384,02KE4912,
93 LS 67,94W 281,91TN 2909,08C 208,09 LM 197,92 CW 2993,04 CW 3805,04W31,
05KK4247,10 L7085,95LH7400,95KK3911,95 RN8441,94KK 3075,91DL 7276,96 KE7163,
06L2463,96WH 2896,97WH 2757,11 KK9471,91 OY7759,00DL697,06 CW4622,92LS8514,
97TS 3847,93KK 2545,92 LK 8285,02L 2651,05TS9570,04 CW 1475,03 LM1384,97SO 1885,
91 KY9736,03 MN 1572,09 MH4416,12DL8174,91C 35,12 MH3628,94LS8887,06MO 4497,
98 KY4717,00 RN5319,98 L 7242,03 TS 7017,92OY 2193,01LH 792,90TS 2824,07RN6214,
04CE 3328,02LH 8098,92 RN6025,98 SO 847,00C 6045,11KK 7983,97 WX4893,07 DL 3304,
99CN7631,11 KK 4198,04 OY4499,96 WH6011,03LH3021,91LS3712,98 CE9596,92D6369,
96 DL 3319,09 KK4982,94 SO9289,95MO1948,97 LD 3781,09KE 3761,92MH736,97D8582,
99 L4578,92W8847,00 WD 1266,03KY1404,01 CN 808,09SO4627,00RN4699,98LS 2860,
00 LS383,93KY 3282,90C 8148,00CN 2340,00 WH9717,91WX7141,00 LD98,97WX9098,
05LK7439,90 CE795,07 SO9196,12D3915,09CE5743,97TN 3278,05TS 5830,04 LH5117,
96WD 7448,12 WX 2976,01MN5289,10 TS 1422,97 CN4334,04 W1646,09 MH2135,02DL7438,
10 L 8900,05 LD9435,08LD217,00LH 7560,08 MH 7322,10W 9689,94CE1709,07DL 527,
93 CN6096,99LM 881,04KY1521,98 LK9932,06 TS 8590,00 CW 3090,97KE465,06KK5635,
97WX 581,97 DL8099,96LK1683,94 C 7148,90 MH 5696,03 KE5389,04TN 9985,03LK2886,
06 L2686,07WW 1096,10 TS 2992,91RN 8408,98KK 6390,09 WD 3328,03KK 6259,91D 2706,
05CW 3395,00 MO 5141,10 CN1913,03 MN 3962,94LM1487,08 LK5924,93 LD1757,12WD 5273,
01 WH9196,91 KK 2997,07 OY 1265,12WD6316,93 KE 8013,09CW7781,94 MN 431,12 G 9092,
01 MN5144,97WH 5073,01 LS1052,07 RN4582,01LK 9096,98 W9654,94CW7686,07 WH2328,
01D3808,03 OY1764,01WH 1237,00MO 6839,95 RN9534,97OY1759,04 MH 9929,08MO 3038,
06SO 322,98RN 4742,11 D2304,09 L 7896,95 LK8479,96G7849,06 LS 721,04LD 6943,
00MO 6201,05 WX6447,03 DL1917,97RN 2340,10LD3209,08 CE567,95RN3138,11 CE3853,
03D 7159,91 KY 9541,05 WH 8500,96WH 5252,92 CE 394,09 WX 1061,09DL 408,02LH6383,
11CN 2585,01 KK 579,93OY 5055,98 CE5472,97 CN 3841,96MH8403,06 MO 9364,95 CW7114,
03 LS6894,08 G 4660,92RN9037,93 RN 8792,97 SO 134,03DL 6792,95 LD 3826,01KE2799,
02WD 5453,93DL313,03MH6618,91TS971,07WH6126,10WH1054,05 KK 7443,96CN 6770,
05RN 257,94TN6374,02 WD2145,03 LK 2940,06 LD 4734,09G 3458,04TS8100,03WX3174,
01WX3065,99D5115,12 CE6119,92TN 3096,91 WX7968,09LD 7355,01KE 8431,95 TN9159,
08 MN6195,92TN8379,91 KY7524,91WX 4054,09 MO8654,93 CW 5625,96 WD9530,93 LS3669,
98MN 3654,95D5986,02CW 8803,93 W 3746,98CN4781,98 L4471,04 RN 7412,11 TS3944,
98D7819,03 DL8156,08OY 4331,06G 3251,01 OY 2936,03SO5549,08WD4317,02MH 3395,
05 CE 9359,09 CW 6223,10 WX5677,06MN 6234,96 KK9753,01 KK1943,99 KK 9397,07CE 6959,
11 LK577,94 D8379,00 KE9503,09 TN7385,98 LK2840,11 MO6000,94 CN5892,91 LK2588,
08CE 4893,10CN9723,04WD6393,96CN9727,91 W 5105,02LD 9530,99D4328,10KY 9978,
07D 7648,93TN8363,09WH1454,92CW 3197,91L 8958,00 LS9372,08 WH 3844,03KE 208,
05 CN 5922,02KE 1827,02WD 9990,04 SO 9353,97KY9307,08 LK 3847,94 MN 6184,01 RN2382,
04 G7575,96LH 550,12 TS 4102,10 LD 9624,06 D6804,03 OY 8089,07G9453,93 MO 5942,
93LK 2187,99CN7691,91 CN 8479,09 TN 6962,11MN5289,92LM 8782,92 WX1188,05 RN 9755,
10TS 9114,03OY7032,11 CE6267,09SO3277,90TN 9874,07WH 1292,04 KE2823,00 DL 1633,
97 DL 339,03W3220,94KE8280,09 CE 7564,93TN4613,06 MH4709,05 DL116,10WW 4390,
93 KK 8314,96OY 1120,99 WH1406,91 CW2075,12 WH 1196,98LH2819,09WW6613,09D7109,
00TS 1509,01 KY3515,99OY 4516,08SO 6427,90 C 2631,91 D 1485,05L 9707,01 DL 2702,
09 TN2823,11LK 8938,94 W2703,00WD 2053,10CW 8339,98WX 5478,04G1380,97C 5441,
95 SO 8601,06LH3873,96 CN3158,01WH 1831,98LH 9617,07CW241,08 DL 8176,98KE4564,
04 MH8416,10 LK6079,90 WX 8519,97 CE 2329,98 LH 6918,06KE 6602,95SO 7507,99 G 2602,
97W8319,09DL8327,92LH6011,93 KK8496,05 TS2878,98CE 8957,99 MN 9823,91 WH9554,
92WH2765,07WW4270,99TN3182,02 L 3232,93L 7559,10WH 9899,09 MH 8752,03 OY6548,
06 LD 2902,90 KY 721,06KY 3572,92C 6672,97LH 4832,05D 6837,01W3755,06 LH 5115,
03LH 1411,97WX3105,95 WD 8133,90 KK2604,96SO 1352,09 C 8584,94 DL 2383,98 WD 712,
09 KK 6606,04 W3321,95 WX 714,96WX1887,99LH2077,00KY2450,92 RN 1695,03 MO 1629,
06 WX 983,94 MN 1797,06WW8428,93 G 5250,93 WX8769,09 KK 4808,99LK919,94 KE6906,
90 LM 1905,97 KY 7972,98WD244,00 TS368,01 RN425,93KK689,03 CN 9905,10LD 9405,
02 G4638,94KK5981,03 MH9585,12WW572,04D 7075,01 LM371,12G477,00 KK 2649,
09L413,07 DL4792,97DL 9301,94 LK 5117,09 KE 917,99LH 3497,92 LM 205,91 CW 2587,
05 W4722,03 LK4550,03 RN 9786,12 CW3347,96 CN 1197,94CN3724,06 D718,07D7896,
97CE 3540,06 MN3400,94 L3608,99MH7663,11MO1816,91 WD 9393,92LM 5091,92SO4965,
01CE7664,03 TN1529,10LD2430,91WH 2686,91MH 3083,98LK 8265,94DL 1392,00RN 6188,
95 OY7872,99 RN 1692,04WH4575,91 LK464,92MN 1575,11 LM6784,09 RN 1962,11WX2707,
95 TN6093,90 D7992,94 D 4035,95 WD4147,94 RN 4535,11RN 6919,95 LM486,06 L5220,
03 WH 279,05WH7146,00 MH 4253,94 MO 4980,01CN 7776,07MO6064,99CW 1441,05 SO 9009,
08 MO3183,98 WX 9020,01D 2497,09 L 15,12SO8510,95KE 8009,98 CW8974,04 DL 1809,
04 CW 7740,94CE5676,06WH3144,90 DL 415,09SO 7062,93CN 5506,11L 4802,90 WH 5647,
06 DL 4227,04LM 693,07LH698,95 MO2743,95 RN 3914,04 LM7413,09 LS7174,05LS6294,
98 RN6918,96CN3017,06 WH5857,05RN 8110,00 KE1022,03WX5943,98 KY 5500,09LM6456,
07 SO431,11 LH2115,92WW 460,07 W6567,01 LM 8850,07 LS2017,10 LD7691,99LD 1338,
07 DL 8431,98G 3653,91WX9617,98W 6621,02 G3072,08 MO9230,02 MO 9793,02WW7714,
07 CE9937,03C7500,05RN 1863,06 MN 2272,02 D 7371,93RN9447,98 OY 9981,10 KY 144,
07TS872,04 LH2284,93 LH 631,95 OY2433,95 LS 1307,06L 5512,93 D1483,03TN 446,
92 KE 1086,92CW3272,01 C 2899,95 SO130,02 D4677,97KK 9107,01RN 1505,05 MN 9092,
11 LH 9546,11 TS2831,07 DL3293,04 LS 1361,92 KK2323,07 D4258,95 RN 5736,97KK9633,
93LS2876,06 OY 5219,91 SO 4494,93 SO5998,04 WX5821,98KY 9481,03 LS 482,04 D 9789,
07WX4940,05 D9980,93 L 7257,03LM 5608,07W 1024,96 LD4106,90 G7024,93D5354,
09G 7685,10SO682,12MN 5867,93LS5589,00D 2865,93KK 6749,96CE 5254,95WW5525,
96LH 5911,07 TN 8268,00WH7347,02 CW 1486,94TS1402,08WD6482,10WH 6160,07 MN 814,
07 RN1190,91D782,01 MO 5248,98 KY 1891,97TN5528,09WW9673,10LH5246,91 DL7148,
10LD 2605,11 C3703,93WX1328,95 MN 2794,04 TS 3295,04 DL8019,99C 1431,03 LK 2314,
03OY 4528,97RN 7686,01 LS 951,07 MN767,92 KE308,08 LH 5788,03G 8526,92KE 3361,
06 LM4107,91SO2925,91LK 523,96 WH4879,07 LH 118,99LK6755,96KY 8837,97W 6116,
11WH 3681,92 KK 1920,96 SO 7786,02SO9706,00CN3075,99D 3868,93LS 974,99G419,
92SO 5807,93 KE 4908,06 MO8285,96 WH4340,10TN2573,95DL 7124,00 LS 6434,95WD 7231,
07 WD1086,07 WX4703,97 TN3839,05 LK4750,07 SO 145,07 LK 7689,12 L 2039,08 G 6247,
